Name,Date,Open,High,Low,Close
SPX.GI,2019-12-10 11:55,3138.31,3138.31,3137.37,3137.37
SPX.GI,2019-12-10 12:00,3137.36,3137.36,3136.28,3136.91
SPX.GI,2019-12-10 12:05,3136.89,3137.2,3136.27,3136.8
SPX.GI,2019-12-10 12:10,3136.81,3136.81,3135.5,3135.83
SPX.GI,2019-12-10 12:15,3135.88,3136.57,3135.62,3136.23
SPX.GI,2019-12-10 12:20,3136.25,3137.19,3136.25,3136.35
SPX.GI,2019-12-10 12:25,3136.31,3136.31,3134.91,3135.03
SPX.GI,2019-12-10 12:30,3135.05,3135.05,3133.55,3134.15
SPX.GI,2019-12-10 12:35,3134.14,3135.05,3134.06,3134.79
SPX.GI,2019-12-10 12:40,3134.77,3134.92,3134.1,3134.16
SPX.GI,2019-12-10 12:45,3134.15,3134.36,3133.89,3133.96
SPX.GI,2019-12-10 12:50,3133.95,3134.28,3133.5,3133.58
SPX.GI,2019-12-10 12:55,3133.57,3133.99,3132.87,3133.83
SPX.GI,2019-12-10 13:00,3133.79,3137.35,3133.72,3137.23
SPX.GI,2019-12-10 13:05,3137.25,3137.71,3136.42,3136.52
SPX.GI,2019-12-10 13:10,3136.49,3136.96,3136.38,3136.5
SPX.GI,2019-12-10 13:15,3136.47,3138.25,3136.35,3137.33
SPX.GI,2019-12-10 13:20,3137.34,3137.37,3136.99,3137.3
SPX.GI,2019-12-10 13:25,3137.28,3137.54,3137.01,3137.3
SPX.GI,2019-12-10 13:30,3137.29,3137.29,3136.3,3136.69
SPX.GI,2019-12-10 13:35,3136.66,3136.7,3136.07,3136.65
SPX.GI,2019-12-10 13:40,3136.64,3136.77,3136.32,3136.38
SPX.GI,2019-12-10 13:45,3136.39,3136.57,3136.13,3136.36
SPX.GI,2019-12-10 13:50,3136.35,3136.5,3135.87,3135.88
SPX.GI,2019-12-10 13:55,3135.87,3136.15,3135.06,3135.23
SPX.GI,2019-12-10 14:00,3135.26,3135.81,3135.23,3135.32
SPX.GI,2019-12-10 14:05,3135.34,3136.22,3135.14,3135.84
SPX.GI,2019-12-10 14:10,3135.85,3137.65,3135.85,3137.45
SPX.GI,2019-12-10 14:15,3137.46,3138.49,3137.44,3137.7
SPX.GI,2019-12-10 14:20,3137.68,3138.11,3137.5,3137.5
SPX.GI,2019-12-10 14:25,3137.49,3137.53,3137.04,3137.18
SPX.GI,2019-12-10 14:30,3137.15,3137.17,3136.49,3137.17
SPX.GI,2019-12-10 14:35,3137.18,3137.59,3135.97,3135.97
SPX.GI,2019-12-10 14:40,3135.95,3136.19,3135.56,3135.63
SPX.GI,2019-12-10 14:45,3135.66,3135.99,3135.02,3135.91
SPX.GI,2019-12-10 14:50,3135.92,3136.4,3135.34,3136.33
SPX.GI,2019-12-10 14:55,3136.34,3136.96,3136.33,3136.57
SPX.GI,2019-12-10 15:00,3136.58,3136.79,3136.08,3136.62
SPX.GI,2019-12-10 15:05,3136.6,3136.83,3135.24,3135.28
SPX.GI,2019-12-10 15:10,3135.27,3135.66,3134.94,3135.38
SPX.GI,2019-12-10 15:15,3135.34,3137.33,3135.12,3136.24
SPX.GI,2019-12-10 15:20,3136.23,3136.25,3134.34,3134.98
SPX.GI,2019-12-10 15:25,3135,3135.07,3133.61,3133.99
SPX.GI,2019-12-10 15:30,3133.97,3134.26,3132.73,3132.73
SPX.GI,2019-12-10 15:35,3132.7,3132.7,3127.78,3128.55
SPX.GI,2019-12-10 15:40,3128.53,3130.67,3128.3,3130.67
SPX.GI,2019-12-10 15:45,3130.68,3131.58,3130.26,3130.97
SPX.GI,2019-12-10 15:50,3131.01,3132.35,3130.44,3131.12
SPX.GI,2019-12-10 15:55,3131.11,3131.17,3129.67,3131.17
SPX.GI,2019-12-10 16:04,3131.18,3132.9,3130.63,3132.52
SPX.GI,2019-12-11 09:35,3135.75,3138.01,3134.13,3136.93
SPX.GI,2019-12-11 09:40,3136.88,3137.27,3136.01,3136.11
SPX.GI,2019-12-11 09:45,3136.07,3138.46,3136.07,3138.16
SPX.GI,2019-12-11 09:50,3138.11,3139.45,3137.63,3139.45
SPX.GI,2019-12-11 09:55,3139.52,3139.62,3138.93,3139.51
SPX.GI,2019-12-11 10:00,3139.49,3141.5,3139.15,3141.19
SPX.GI,2019-12-11 10:05,3141.36,3142.31,3141.36,3141.6
SPX.GI,2019-12-11 10:10,3141.61,3141.61,3140.42,3141.06
SPX.GI,2019-12-11 10:15,3141.05,3141.61,3140.16,3140.43
SPX.GI,2019-12-11 10:20,3140.45,3140.83,3139.91,3140.06
SPX.GI,2019-12-11 10:25,3140.08,3140.19,3138.89,3138.99
SPX.GI,2019-12-11 10:30,3138.97,3139.7,3138.73,3139.05
SPX.GI,2019-12-11 10:35,3139.03,3139.06,3137.59,3138.02
SPX.GI,2019-12-11 10:40,3138.01,3138.02,3137.18,3137.97
SPX.GI,2019-12-11 10:45,3138.67,3139.32,3137.92,3137.95
SPX.GI,2019-12-11 10:50,3137.97,3138.49,3137.02,3137.43
SPX.GI,2019-12-11 10:55,3137.42,3137.42,3135.74,3135.9
SPX.GI,2019-12-11 11:00,3135.89,3136.67,3135.42,3135.42
SPX.GI,2019-12-11 11:05,3135.39,3136,3133.54,3136
SPX.GI,2019-12-11 11:10,3136.09,3136.18,3135.23,3135.85
SPX.GI,2019-12-11 11:15,3135.84,3136.3,3135.35,3136.12
SPX.GI,2019-12-11 11:20,3136.11,3136.58,3135.99,3136.27
SPX.GI,2019-12-11 11:25,3136.3,3136.91,3135.56,3136.82
SPX.GI,2019-12-11 11:30,3136.83,3137.04,3136.34,3136.89
SPX.GI,2019-12-11 11:35,3136.88,3137.05,3136.13,3136.56
SPX.GI,2019-12-11 11:40,3136.55,3137.59,3136.26,3137.56
SPX.GI,2019-12-11 11:45,3137.59,3137.73,3137.25,3137.65
SPX.GI,2019-12-11 11:50,3137.64,3137.77,3136.81,3136.93
SPX.GI,2019-12-11 11:55,3136.97,3137.04,3136.46,3136.84
SPX.GI,2019-12-11 12:00,3136.83,3136.84,3133.98,3134.83
SPX.GI,2019-12-11 12:05,3134.84,3135.47,3134.8,3135.22
SPX.GI,2019-12-11 12:10,3135.21,3135.31,3134.63,3134.63
SPX.GI,2019-12-11 12:15,3134.61,3134.75,3133.68,3134.38
SPX.GI,2019-12-11 12:20,3134.39,3135.33,3134.15,3134.65
SPX.GI,2019-12-11 12:25,3134.66,3134.71,3134.06,3134.09
SPX.GI,2019-12-11 12:30,3134.1,3134.59,3134.09,3134.24
SPX.GI,2019-12-11 12:35,3134.21,3134.84,3133.96,3134.44
SPX.GI,2019-12-11 12:40,3134.45,3134.45,3133.56,3133.9
SPX.GI,2019-12-11 12:45,3133.89,3134.4,3133.37,3133.99
SPX.GI,2019-12-11 12:50,3133.93,3134.98,3133.91,3134.68
SPX.GI,2019-12-11 12:55,3134.67,3134.69,3134.06,3134.15
SPX.GI,2019-12-11 13:00,3134.16,3135.18,3134.16,3134.55
SPX.GI,2019-12-11 13:05,3134.52,3134.95,3134.14,3134.24
SPX.GI,2019-12-11 13:10,3134.23,3134.46,3133.94,3134.08
SPX.GI,2019-12-11 13:15,3134.07,3134.78,3133.98,3134.77
SPX.GI,2019-12-11 13:20,3134.78,3135.28,3134.74,3135.26
SPX.GI,2019-12-11 13:25,3135.24,3135.26,3134.47,3134.92
SPX.GI,2019-12-11 13:30,3134.93,3135.57,3134.93,3135.38
SPX.GI,2019-12-11 13:35,3135.37,3135.42,3134.62,3134.87
SPX.GI,2019-12-11 13:40,3134.88,3134.97,3133.32,3133.32
SPX.GI,2019-12-11 13:45,3133.33,3133.81,3133.21,3133.78
SPX.GI,2019-12-11 13:50,3133.77,3134.89,3133.62,3134.81
SPX.GI,2019-12-11 13:55,3134.82,3135.14,3134.64,3134.71
SPX.GI,2019-12-11 14:00,3134.72,3135.82,3134.53,3135.23
SPX.GI,2019-12-11 14:05,3135.28,3138.41,3135.26,3138.41
SPX.GI,2019-12-11 14:10,3138.39,3139.07,3137.7,3137.74
SPX.GI,2019-12-11 14:15,3137.79,3138.56,3137.79,3138.39
SPX.GI,2019-12-11 14:20,3138.45,3140.43,3138.41,3139.93
SPX.GI,2019-12-11 14:25,3139.9,3141.15,3139.45,3140.18
SPX.GI,2019-12-11 14:30,3140.17,3140.19,3139.55,3139.65
SPX.GI,2019-12-11 14:35,3139.66,3139.73,3138.31,3138.64
SPX.GI,2019-12-11 14:40,3138.63,3141.03,3138.47,3139.59
SPX.GI,2019-12-11 14:45,3139.88,3142.35,3139.88,3140.31
SPX.GI,2019-12-11 14:50,3140.32,3141.61,3140.14,3141.25
SPX.GI,2019-12-11 14:55,3141.22,3143.18,3140.38,3142.89
SPX.GI,2019-12-11 15:00,3142.88,3143.98,3142.83,3143.06
SPX.GI,2019-12-11 15:05,3143.12,3143.49,3141.58,3141.87
SPX.GI,2019-12-11 15:10,3141.85,3142.71,3141.79,3142.02
SPX.GI,2019-12-11 15:15,3142.01,3142.01,3139.48,3139.75
SPX.GI,2019-12-11 15:20,3139.76,3140.06,3139.11,3139.58
SPX.GI,2019-12-11 15:25,3139.6,3141.28,3139.5,3141.28
SPX.GI,2019-12-11 15:30,3141.26,3141.92,3140.55,3141.17
SPX.GI,2019-12-11 15:35,3141.14,3142.56,3141.14,3141.96
SPX.GI,2019-12-11 15:40,3141.94,3141.94,3139.88,3139.96
SPX.GI,2019-12-11 15:45,3139.97,3140.64,3139.54,3139.59
SPX.GI,2019-12-11 15:50,3139.62,3141.23,3138.03,3141.21
SPX.GI,2019-12-11 15:55,3141.22,3142.89,3140.39,3140.69
SPX.GI,2019-12-11 16:05,3140.59,3143.37,3140.59,3141.63
SPX.GI,2019-12-12 09:35,3141.23,3146.49,3138.47,3145.91
SPX.GI,2019-12-12 09:40,3145.72,3160.98,3145.72,3158.3
SPX.GI,2019-12-12 09:45,3158.25,3159.1,3155.16,3156.82
SPX.GI,2019-12-12 09:50,3156.8,3159.04,3155.59,3158.17
SPX.GI,2019-12-12 09:55,3158.26,3162.5,3158.05,3160.87
SPX.GI,2019-12-12 10:00,3160.88,3167.16,3160.67,3166.99
SPX.GI,2019-12-12 10:05,3167.2,3173.57,3167.16,3172.37
SPX.GI,2019-12-12 10:10,3172.5,3172.68,3169.01,3171.53
SPX.GI,2019-12-12 10:15,3171.66,3175.05,3169.95,3172.79
SPX.GI,2019-12-12 10:20,3172.8,3176.28,3172.18,3176
SPX.GI,2019-12-12 10:25,3175.89,3175.89,3173.74,3173.83
SPX.GI,2019-12-12 10:30,3173.85,3174.23,3172.99,3173.59
SPX.GI,2019-12-12 10:35,3173.52,3173.74,3171.5,3172.12
SPX.GI,2019-12-12 10:40,3172.11,3172.24,3170.03,3170.03
SPX.GI,2019-12-12 10:45,3169.98,3170,3165.34,3165.44
SPX.GI,2019-12-12 10:50,3165.41,3166.33,3164.64,3166.25
SPX.GI,2019-12-12 10:55,3166.28,3171.9,3166.28,3171.87
SPX.GI,2019-12-12 11:00,3171.67,3171.67,3168.82,3169.13
SPX.GI,2019-12-12 11:05,3169.18,3169.98,3167.66,3168.46
SPX.GI,2019-12-12 11:10,3168.47,3169.23,3167.06,3167.89
SPX.GI,2019-12-12 11:15,3167.88,3167.88,3165.23,3165.54
SPX.GI,2019-12-12 11:20,3165.53,3166.18,3163.61,3163.7
SPX.GI,2019-12-12 11:25,3163.75,3163.75,3162.38,3162.44
SPX.GI,2019-12-12 11:30,3162.42,3162.42,3160.33,3161.44
SPX.GI,2019-12-12 11:35,3161.37,3162.88,3159.53,3160.17
SPX.GI,2019-12-12 11:40,3160.26,3162.74,3160.02,3160.1
SPX.GI,2019-12-12 11:45,3160.08,3160.26,3159.06,3159.64
SPX.GI,2019-12-12 11:50,3159.61,3161.15,3158.39,3160.1
SPX.GI,2019-12-12 11:55,3160.08,3161.01,3153.83,3156.13
SPX.GI,2019-12-12 12:00,3156.37,3158.66,3156.37,3157.91
SPX.GI,2019-12-12 12:05,3157.92,3157.92,3155.01,3155.99
SPX.GI,2019-12-12 12:10,3156.01,3157.72,3155.85,3156.49
SPX.GI,2019-12-12 12:15,3156.58,3156.81,3155.34,3156.34
SPX.GI,2019-12-12 12:20,3156.33,3156.33,3153.01,3153.47
SPX.GI,2019-12-12 12:25,3153.51,3153.67,3150.3,3150.88
SPX.GI,2019-12-12 12:30,3150.89,3155.16,3150.55,3154.68
SPX.GI,2019-12-12 12:35,3154.69,3157.95,3154.56,3157.64
SPX.GI,2019-12-12 12:40,3157.65,3159.43,3157.64,3159.38
SPX.GI,2019-12-12 12:45,3159.39,3159.43,3158.43,3158.96
SPX.GI,2019-12-12 12:50,3158.91,3160.32,3158.83,3160.04
SPX.GI,2019-12-12 12:55,3160.05,3160.12,3158.57,3158.89
SPX.GI,2019-12-12 13:00,3158.88,3158.88,3156.34,3158.22
SPX.GI,2019-12-12 13:05,3158.2,3160.49,3156.76,3160.16
SPX.GI,2019-12-12 13:10,3160.15,3160.3,3159.19,3159.8
SPX.GI,2019-12-12 13:15,3159.78,3161.25,3159.34,3161.09
SPX.GI,2019-12-12 13:20,3161.06,3161.72,3160.86,3160.99
SPX.GI,2019-12-12 13:25,3160.96,3160.96,3159.78,3160.11
SPX.GI,2019-12-12 13:30,3160.1,3160.34,3159.2,3159.95
SPX.GI,2019-12-12 13:35,3159.93,3159.94,3158.59,3158.59
SPX.GI,2019-12-12 13:40,3158.64,3158.64,3157.54,3158.3
SPX.GI,2019-12-12 13:45,3158.29,3158.66,3157.36,3157.65
SPX.GI,2019-12-12 13:50,3157.66,3157.98,3157.18,3157.98
SPX.GI,2019-12-12 13:55,3157.97,3158.27,3157.86,3158.04
SPX.GI,2019-12-12 14:00,3158.02,3159.13,3157.02,3158.8
SPX.GI,2019-12-12 14:05,3158.81,3158.82,3156.69,3157.02
SPX.GI,2019-12-12 14:10,3156.96,3159.26,3156.94,3159.2
SPX.GI,2019-12-12 14:15,3159.19,3160.09,3154.7,3158.29
SPX.GI,2019-12-12 14:20,3158.21,3158.33,3156.58,3156.89
SPX.GI,2019-12-12 14:25,3156.84,3157.02,3155.71,3156.34
SPX.GI,2019-12-12 14:30,3156.32,3167.45,3155.27,3166.24
SPX.GI,2019-12-12 14:35,3166.32,3169.26,3165.59,3165.97
SPX.GI,2019-12-12 14:40,3166.02,3166.15,3162.03,3164.38
SPX.GI,2019-12-12 14:45,3164.43,3165.82,3163.75,3163.84
SPX.GI,2019-12-12 14:50,3163.83,3164.34,3160.02,3160.02
SPX.GI,2019-12-12 14:55,3160.16,3164.96,3159.01,3164.44
SPX.GI,2019-12-12 15:00,3164.52,3165.21,3162.73,3165.21
SPX.GI,2019-12-12 15:05,3165.23,3166.46,3163.91,3166.01
SPX.GI,2019-12-12 15:10,3165.94,3167.26,3165.65,3165.67
SPX.GI,2019-12-12 15:15,3165.65,3166.19,3163.14,3163.31
SPX.GI,2019-12-12 15:20,3163.33,3166.12,3163.33,3165.9
SPX.GI,2019-12-12 15:25,3165.81,3166.59,3164.74,3166.59
SPX.GI,2019-12-12 15:30,3166.62,3168.59,3166.54,3168.29
SPX.GI,2019-12-12 15:35,3168.33,3168.41,3165.31,3165.54
SPX.GI,2019-12-12 15:40,3165.67,3168.65,3164.58,3168.25
SPX.GI,2019-12-12 15:45,3168.24,3169.48,3168.02,3168.63
SPX.GI,2019-12-12 15:50,3168.59,3172.94,3168.59,3172.74
SPX.GI,2019-12-12 15:55,3172.71,3173.11,3169.96,3170.11
SPX.GI,2019-12-12 16:06,3170.09,3171.29,3168.02,3168.57
SPX.GI,2019-12-13 09:35,3166.65,3166.7,3160.16,3164.89
SPX.GI,2019-12-13 09:40,3164.69,3167.85,3164.69,3166.73
SPX.GI,2019-12-13 09:45,3166.77,3167.89,3164.79,3165.7
SPX.GI,2019-12-13 09:50,3165.76,3167.16,3165.11,3165.35
SPX.GI,2019-12-13 09:55,3165.37,3170.75,3165.35,3169.69
SPX.GI,2019-12-13 10:00,3169.71,3170.69,3167.35,3169.46
SPX.GI,2019-12-13 10:05,3169.42,3181.56,3169,3180.33
SPX.GI,2019-12-13 10:10,3180.41,3182.68,3177.33,3180.76
SPX.GI,2019-12-13 10:15,3180.73,3180.73,3172.16,3173.6
SPX.GI,2019-12-13 10:20,3173.56,3177.6,3172.66,3177.6
SPX.GI,2019-12-13 10:25,3177.58,3177.58,3174.02,3175.04
SPX.GI,2019-12-13 10:30,3175.19,3177.32,3167.43,3169.88
SPX.GI,2019-12-13 10:35,3169.71,3172.32,3167.96,3169.27
SPX.GI,2019-12-13 10:40,3169.14,3169.14,3162.89,3168.42
SPX.GI,2019-12-13 10:45,3168.39,3169.93,3166.02,3167.63
SPX.GI,2019-12-13 10:50,3167.59,3171.73,3166.39,3166.84
SPX.GI,2019-12-13 10:55,3166.83,3166.83,3162.78,3163.21
SPX.GI,2019-12-13 11:00,3163.39,3164.57,3160.71,3161.61
SPX.GI,2019-12-13 11:05,3161.53,3163.82,3161.27,3163.82
SPX.GI,2019-12-13 11:10,3163.85,3167.51,3163.34,3166.76
SPX.GI,2019-12-13 11:15,3166.72,3166.72,3162.78,3162.79
SPX.GI,2019-12-13 11:20,3162.77,3162.78,3159.47,3159.47
SPX.GI,2019-12-13 11:25,3159.43,3160.13,3157.75,3157.9
SPX.GI,2019-12-13 11:30,3157.87,3158.56,3156.51,3158.56
SPX.GI,2019-12-13 11:35,3158.63,3160.97,3158.04,3160.94
SPX.GI,2019-12-13 11:40,3160.95,3163.04,3160.95,3162.61
SPX.GI,2019-12-13 11:45,3162.59,3162.96,3161.82,3162.93
SPX.GI,2019-12-13 11:50,3162.92,3165.24,3162.91,3165.12
SPX.GI,2019-12-13 11:55,3165.13,3166.03,3164.27,3165.93
SPX.GI,2019-12-13 12:00,3166.1,3167.53,3165.85,3167.51
SPX.GI,2019-12-13 12:05,3167.5,3168,3167.12,3167.48
SPX.GI,2019-12-13 12:10,3167.51,3168.81,3167.42,3168.79
SPX.GI,2019-12-13 12:15,3168.77,3168.8,3166.59,3167
SPX.GI,2019-12-13 12:20,3167.04,3167.42,3165.65,3166.45
SPX.GI,2019-12-13 12:25,3166.39,3169.11,3166.38,3169.11
SPX.GI,2019-12-13 12:30,3169.14,3169.29,3168.12,3169.29
SPX.GI,2019-12-13 12:35,3169.28,3169.48,3168.19,3169.18
SPX.GI,2019-12-13 12:40,3169.16,3169.96,3168.25,3169.94
SPX.GI,2019-12-13 12:45,3169.91,3169.91,3167.85,3168.41
SPX.GI,2019-12-13 12:50,3168.37,3168.46,3167.63,3168.24
SPX.GI,2019-12-13 12:55,3168.28,3168.37,3167.42,3168.19
SPX.GI,2019-12-13 13:00,3168.18,3171.28,3168.18,3171.28
SPX.GI,2019-12-13 13:05,3171.3,3171.73,3170.96,3171.5
SPX.GI,2019-12-13 13:10,3171.54,3171.54,3170.51,3170.65
SPX.GI,2019-12-13 13:15,3170.63,3171.05,3170.16,3170.85
SPX.GI,2019-12-13 13:20,3170.84,3171.05,3169.87,3170.69
SPX.GI,2019-12-13 13:25,3170.67,3170.67,3169.77,3170.05
SPX.GI,2019-12-13 13:30,3170.2,3170.35,3169.15,3169.9
SPX.GI,2019-12-13 13:35,3169.91,3171.01,3169.42,3169.58
SPX.GI,2019-12-13 13:40,3169.59,3169.65,3168.87,3168.91
SPX.GI,2019-12-13 13:45,3168.9,3169.17,3168.36,3168.75
SPX.GI,2019-12-13 13:50,3168.76,3169.56,3168.31,3169.54
SPX.GI,2019-12-13 13:55,3169.55,3170.87,3169.45,3169.63
SPX.GI,2019-12-13 14:00,3169.62,3171.15,3169.25,3170.84
SPX.GI,2019-12-13 14:05,3170.82,3170.83,3169.24,3169.72
SPX.GI,2019-12-13 14:10,3169.73,3171,3169.71,3170.63
